ID,reviews,date,nps_score,clinic,city,state,polarity_score,label,nps_label,timestamp
a2p1U000000Rp5XQAS,most people already have doctors they see,12-10-2018,6,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.5927,Positive,Detractor,1539282600.0
a2p1U000000RvSIQA0,friendly staff  didn t feel rushed  and diagnosis made sense,23-08-2019,8,Denver 15th Street Clinic,Denver,CO,0.0,Positive,Passive,1566498600.0
a2p1U000000RuwNQAS,the cost for insurance at seven counties is extremely high  being able to see a doctor without having to make a co pay and pay extremely high prices for benefits helps ,08-01-2015,7,Louisville Park Plaza Clinic,Louisville,KY,0.3612,Positive,Passive,1420655400.0
a2p1U000000RqXiQAK,convenience   access to your physician,07-08-2014,8,Denver 15th Street Clinic,Denver,CO,0.8481,Positive,Passive,1407349800.0
a2p1U000000RonrQAC,great service  very personable ,31-01-2019,8,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.8268,Positive,Passive,1548873000.0
a2p1U000000RsllQAC,patient to dr  ratio,04-01-2016,8,Northglenn Metro North Clinic,Northglenn,CO,0.4215,Positive,Passive,1451845800.0
a2p3g000000KzChAAK,np was very friendly and gave me some good insight on some of the conditions that i have and experience ,06-02-2020,8,Pueblo Fortino Boulevard Health Center,Pueblo,CO,0.4404,Positive,Passive,1580927400.0
a2p4w000002O4hIAAS,my doctor is great   it s no copay  which is so hard to find these days with insurance ,31-12-2021,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.0,Positive,Passive,1640889000.0
a2p4w000002O4RUAA0,things have been rough the last few times i went in but these last   encounters have been better,24-12-2021,6,Tacoma Health Center,Tacoma,WA,0.4927,Positive,Detractor,1640284200.0
a2p3g000000LAfcAAG,my appointment was responded to in a timely manner,24-06-2020,7,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.4215,Positive,Passive,1592937000.0
a2p4w000002O3mCAAS,convenient  ease of access  availability of appointments,11-12-2021,6,Akron-White Pond Drive Clinic,Akron,OH,0.8439,Positive,Detractor,1639161000.0
a2p1U000000RuwPQAS,great service  not rushed  dr  was great  polite  very thorough ,17-08-2015,8,Louisville Park Plaza Clinic,Louisville,KY,0.0,Positive,Passive,1439749800.0
a2p1U000000RtBdQAK,was extremely ill called at      on monday and was told there no appts available till afternoon  just was told during meetings at work that slots were held for sick calls etc   a nurse did not seem to concerned with my difficulties basically an   oh well   attitude ,02-12-2016,3,Arvada City of Arvada Clinic,Arvada,CO,0.0,Neutral,Detractor,1480617000.0
a2p3g000000oeTzAAI,quick  efficient ,06-09-2020,8,New Berlin Health Center,New Berlin,WI,0.2235,Positive,Passive,1599330600.0
a2p1U000000RpqMQAS,good service,14-12-2017,7,Louisville Humana West Health Center,Louisville,KY,0.4767,Positive,Passive,1513189800.0
a2p3g000000L1OCAA0,very professional  and they explain everything completely,02-06-2020,7,Oconomowoc Sentry Equipment Clinic,Oconomowoc,WI,0.6249,Positive,Passive,1591036200.0
a2p1U000000l8F9QAI,very pleased with the doctors,24-10-2019,7,Euclid Lincoln Electric Clinic,Euclid,OH,0.4404,Positive,Passive,1571855400.0
a2p1U000000RqHWQA0,nice,21-04-2016,7,Louisville Humana East Health Center,Louisville,KY,0.0,Positive,Passive,1461177000.0
a2p1U000000RtRiQAK,although the doctor was thorough  kind and very good  i felt like he may not have diagnosed me correctly ,15-03-2017,3,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,-0.2411,Negative,Detractor,1489516200.0
a2p1U000000RoIYQA0,first time  ever getting a prescription filled,23-06-2018,5,Mayville Metalcraft Clinic,Mayville,WI,0.6908,Positive,Detractor,1529692200.0
a2p4w000002O4I8AAK,convenient,22-12-2021,8,Teamsters Local 14 Family Wellness Center - Henderson,Henderson,NV,0.5859,Positive,Passive,1640111400.0
a2p1U000000l8CsQAI,quick timing for appointments   never no waiting,16-10-2019,7,Monroe Campus Park Clinic,Monroe,NC,0.3612,Positive,Passive,1571164200.0
a2p1U000000RscNQAS,doctor has poor follow up skills    i always have to track him down to get my test results ,18-09-2014,2,New Berlin Health Center,New Berlin,WI,-0.296,Extreme,Detractor,1410978600.0
a2p1U000000RpWaQAK,very homey  the dr  was great ,25-07-2017,7,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.4404,Positive,Passive,1500921000.0
a2p1U000000RoAmQAK,quick  attentive  easy,14-05-2018,8,Denver 15th Street Clinic,Denver,CO,0.4363,Positive,Passive,1526236200.0
a2p1U000000RvhmQAC,dr  fairbanks is patient and thorough ,17-09-2019,8,Denver 15th Street Clinic,Denver,CO,0.6249,Positive,Passive,1568658600.0
a2p1U000000RomnQAC,not sure about competence of dr  glacier known as dr  google because he looks at his phone for everything ,15-01-2019,1,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.0,Neutral,Detractor,1547490600.0
a2p1U000000RtIKQA0,good location  satisfied so far,27-02-2017,8,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.5716,Positive,Passive,1488133800.0
a2p1U000000RsUNQA0,they seemed unsure that i had an appointment after resceduling me   then the nurse asked me questions she claimed were not in my chart but i could see the records with the answer   i did not feel the room was private and the nurse kept telling me to whisper my information instead of speaking in a normal voice   i prefer to use my primary care doctor who i have used for    years ,24-07-2014,2,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.7184,Positive,Detractor,1406140200.0
a2p1U000000RsQnQAK,like having the more personal approach,20-08-2015,8,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.0,Neutral,Passive,1440009000.0
a2p1U000000RurqQAC,was quick with no waiting,24-07-2014,4,Mayville Metalcraft Clinic,Mayville,WI,0.764,Positive,Detractor,1406140200.0
a2p1U000000RpkkQAC,it s easy  you have normal issues   they get the job done ,14-11-2017,8,Boulder Goose Creek Clinic,Boulder,CO,0.6486,Positive,Passive,1510597800.0
a2p1U000000RssLQAS,i had to wait for over an hour upon arrival for a scheduled appt  i would not want that to happen to any of my friends or coworkers,25-02-2016,7,Louisville Humana East Health Center,Louisville,KY,0.8658,Positive,Passive,1456338600.0
a2p1U000000RouoQAC,great service  in my office building so its very convenient,30-07-2018,8,Louisville Humana East Health Center,Louisville,KY,0.4404,Positive,Passive,1532889000.0
a2p4w000002O1wZAAS,good service,05-11-2021,8,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.0,Positive,Passive,1636050600.0
a2p4w000002KKbNAAW,spending an hour on an ipad is definitely not fun although i assume i won t have to do that each time ,21-07-2021,8,Covington IN Clinic,Covington,IN,0.4019,Positive,Passive,1626805800.0
a2p1U000000Rp5wQAC,i liked what i was told about how paladina works versus traditional health care ,15-10-2018,5,Akron-White Pond Drive Clinic,Akron,OH,0.6692,Positive,Detractor,1539541800.0
a2p1U000000RtMdQAK,conveinent,13-04-2017,7,Louisville Humana East Health Center,Louisville,KY,0.2263,Positive,Passive,1492021800.0
a2p4w000002O4ZOAA0,the doctor was very efficient the staff was very friendly and the price is right being it s part of our city plan,30-12-2021,8,City Of South Bend Clinic,South Bend,IN,0.6124,Positive,Passive,1640802600.0
a2p4w000002O3R4AAK,efficient and general ease of meeting with doctors ,04-12-2021,8,New Berlin Health Center,New Berlin,WI,0.3612,Positive,Passive,1638556200.0
a2p4w000002O4VRAA0,the front desk staff have been wonderful  they are friendly and helpful ,28-12-2021,8,Weld County Employee Medical Center,Greeley,CO,0.2748,Positive,Passive,1640629800.0
a2p4w000002O4daAAC,good providers and staff,31-12-2021,8,Constellium Clinic,Ravenswood,WV,0.2479,Positive,Passive,1640889000.0
a2p4w000002O3LzAAK,i thought this was for weld employees and family members only  did not know outsiders could use it ,03-12-2021,8,Weld County Employee Medical Center,Greeley,CO,0.9446,Positive,Passive,1638469800.0
a2p1U000000RoOWQA0,i have had several problems with the arvada office,08-04-2019,2,Arvada City of Arvada Clinic,Arvada,CO,0.5413,Positive,Detractor,1554661800.0
a2p1U000000RqdLQAS,please understand i m writing this while i m in a great deal of pain   i remember dr  lee telling me i should have done every day activities instead of staying home because of my back   did she not hear me when i said i am in pain  even now  when my pain is less i still cannot concentrate fully on my job   naproxin and tylenol does not help the pain   i understand she doesn t know me and she  sees fat black crazy woman  but that still does not mean my pain is real   this pain is second only to dry socket ,19-03-2015,5,Tacoma Health Center,Tacoma,WA,0.8402,Positive,Detractor,1426703400.0
a2p1U000000l8C6QAI,nice people  but far away ,15-10-2019,7,Seven Hills Lombardo Center Clinic,Seven Hills,OH,0.3612,Positive,Passive,1571077800.0
a2p4w000002KKXLAA4,weld county maintained a clinic run by sunset  i believe   when calling for an appt before  am the clinic would always have a appt available that day     now that everside is running the clinic     calling for an appt before  am resulted in only a  tele visit   not in person   the  tele visit  app and program were not functioning for the office     end result of the appt  you should go to urgent care  ,17-07-2021,1,Weld County Employee Medical Center,Greeley,CO,0.4939,Positive,Detractor,1626460200.0
a2p3g000000L2xNAAS,only can recommend to co workers i don t think it is available to the public ,18-06-2020,8,Grand Junction Trailhead Clinic,Grand Junction,CO,0.8878,Positive,Passive,1592418600.0
a2p1U000000Rqc2QAC,for the first time since being a patient there  it felt very rushed and the md seemed a little stressed out ,25-06-2015,6,Tacoma Health Center,Tacoma,WA,0.4939,Positive,Detractor,1435170600.0
a2p4w000002NyFhAAK,they were fast and efficient   answered my questions   the facility itself is great but the location is not great for parking ,05-08-2021,8,Denver State Capitol Clinic,Denver,CO,0.5413,Positive,Passive,1628101800.0
a2p4w000002O353AAC,i felt like i got little medical advice  for what i came in for  i told the doctor by pain was    out of     i got no pain management plan or medication  i was told to go get an x ray  now i have been trying to get an mri  which was also requested by the doctor  however uc health just keeps saying that the notes have not been sent with the order and i can t get an appointment  meantime i had to have a phone meeting with the doctor to stress the level of pain i m under and it s hard to walk or go to work  i was given a pain medication that i can t take at work  which helps with the pain on off hours  but no immediate plan for pain management for the immediate future  i ve had to miss work because of the pain and apply for fmla in order to be able to take the time off to figure out what is going on with my knee  it seems i can never get an in person appointment because you keep your doctors at different locations on different days  when you see one doctor you hope you can see the same doctor again  but not two or three weeks later   i ve been trying to use your automated system to make an appointment and it just keeps spinning and spinning and not confirming my appointment    when people are in pain they need immediate assistance not have to drag it out over two or three weeks because of the lack of available medical care providers in our area ,28-11-2021,5,Weld County Employee Medical Center,Greeley,CO,0.7579,Positive,Detractor,1638037800.0
a2p3g000000KzIqAAK,convenient and very friendly professional environment ,05-03-2020,8,North Canton Lauby Rd,North Canton,OH,0.2263,Positive,Passive,1583346600.0
a2p4w000002KKixAAG,easy to make appointments  quiet office with easy access  not crowded with people  friendly staff,25-07-2021,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.8225,Positive,Passive,1627151400.0
a2p4w000002O2TYAA0,i like that you can see any of the doctors ,16-11-2021,6,Arvada City of Arvada Clinic,Arvada,CO,0.7322,Positive,Detractor,1637001000.0
a2p4w000002O3DWAA0,they care and listen to you,01-12-2021,8,City Of South Bend Clinic,South Bend,IN,0.4939,Positive,Passive,1638297000.0
a2p1U000000RpaMQAS,i like the convenience of the location close to work  i walk to work and i can walk to the doctor s office  i was very happy with dr  snyder and am so far happy with dr  bernardi ,28-08-2017,8,Denver Lowry Medical Plaza Clinic,Denver,CO,0.5267,Positive,Passive,1503858600.0
a2p1U000000RojbQAC,doctors and staff are friendly and knowlegable,03-01-2019,8,Grand Junction Trailhead Clinic,Grand Junction,CO,0.5106,Positive,Passive,1546453800.0
a2p1U000000RqDdQAK,paladina makes it very east to schedule appointment and most care is done right in the office which makes it very convenient ,29-03-2019,7,Seven Hills Lombardo Center Clinic,Seven Hills,OH,0.0,Neutral,Passive,1553797800.0
a2p1U000000RqenQAC,friendly staff  comfortable setting  personal attention from physician,19-12-2014,8,Tacoma Health Center,Tacoma,WA,0.7096,Positive,Passive,1418927400.0
a2p1U000000RssMQAS,nice facility  caregivers  but wait time has been too long ,04-02-2016,7,Louisville Humana East Health Center,Louisville,KY,0.8591,Positive,Passive,1454524200.0
a2p1U000000RosHQAS,ease of access   good for routine care ,30-07-2018,8,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.4215,Positive,Passive,1532889000.0
a2p1U000000RqgUQAS,i receive a lot of information in how to manage my health  stating and issue and i receive very detail information  cares for their patient and is a listener  dr  cameron   i had an issue for the longest time  i stated the issue to dr cameron and he knew exactly what i needed  which to this day i am now getting better in health ,05-03-2015,8,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.4939,Positive,Passive,1425493800.0
a2p1U000000RqLjQAK,the clinic is conveniently located in the building i work in and the staff is friendly and knowledgeable ,12-05-2016,8,Louisville Humana West Health Center,Louisville,KY,0.6597,Positive,Passive,1462991400.0
a2p1U000000Rt7rQAC,well when i or others that i did recommend to you tried to call and make an appointment they never get to talk to a person they call several times to only get an answering machine and leave a message that is never returned,23-11-2016,2,Louisville Humana East Health Center,Louisville,KY,-0.296,Negative,Detractor,1479839400.0
a2p1U000000RpevQAC,tried to make an appointment online and it would not supply me with the options under appointments only the ability to review appointments  i called the phone number to try to make appointment multiple times and no one answered the phone  just showed up and then at that time given an appointment and i had to wait    min  other than that it was a good visit ,18-09-2017,7,Louisville Humana East Health Center,Louisville,KY,0.5267,Positive,Passive,1505673000.0
a2p1U000000RtKIQA0,not very professional,06-02-2017,0,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.7717,Positive,Detractor,1486319400.0
a2p1U000000Rt06QAC,friendly staff  clean facility  and close to work ,29-09-2016,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.7501,Positive,Passive,1475087400.0
a2p3g000000oeVKAAY,good doctor who takes time and listens in addition to providing great medical services  like the location too ,02-09-2020,8,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.0,Positive,Passive,1598985000.0
a2p1U000000RoRJQA0,quick service and very professional,03-05-2019,8,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.2528,Positive,Passive,1556821800.0
a2p1U000000RsewQAC,the location was very convenient  everyone was friendly and the co pay is included in the cost of insurance ,17-11-2015,9,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.2222,Positive,Promoter,1447698600.0
a2p1U000000Rp2qQAC,quick appointments and friendly service,10-10-2018,7,Menomonee Falls Menomonee Ave Clinic,Menomonee Falls,WI,0.4404,Positive,Passive,1539109800.0
a2p1U000000RsnVQAS,well  it s a free checkup  which i probably wouldn t do on a regular basis if it weren t for paladina ,28-01-2016,8,Oconomowoc Sentry Equipment Clinic,Oconomowoc,WI,0.0,Neutral,Passive,1453919400.0
a2p1U000000RopRQAS,i haven t been connected with paladina long enough to give a higher lower rating ,26-01-2019,7,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.2023,Positive,Passive,1548441000.0
a2p3g000000KyrZAAS,pros  low    easy to make an appt  nice staff cons  too much turnover  can t hardly see someone more than once before they leave the location,17-01-2020,5,Colorado Springs Wall Street Clinic,Colorado Springs,CO,0.1335,Positive,Detractor,1579199400.0
a2p3g000000KzHZAA0,paladina is great  but a lot of my friends have insurance that would not cover it  otherwise  my rating would be a     ,27-02-2020,8,Louisville Seven Counties Broadway Clinic,Louisville,KY,0.3632,Positive,Passive,1582741800.0
a2p1U000000RsxYQAS,i trust them for the basics and everyone is very nice and knowledgable ,01-09-2016,7,Louisville Humana East Health Center,Louisville,KY,0.1901,Positive,Passive,1472668200.0
a2p1U000000Rog8QAC,intimate atmosphere,12-12-2018,7,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.296,Positive,Passive,1544553000.0
a2p1U000000Rp6xQAC,clinic only open weird hours   i tried to call multiple times and there s no answer   no one gets back to me ,18-10-2018,0,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.802,Positive,Detractor,1539801000.0
a2p1U000000Rt2kQAC,not very flexible,12-10-2016,3,Oconomowoc Sentry Equipment Clinic,Oconomowoc,WI,0.0,Neutral,Detractor,1476210600.0
a2p1U000000Rt4GQAS,great personalized service ,20-10-2016,8,Louisville Humana East Health Center,Louisville,KY,0.7003,Positive,Passive,1476901800.0
a2p1U000000Rt1OQAS,cause it was quick and easy,29-09-2016,5,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.0,Positive,Detractor,1475087400.0
a2p3g000000KymqAAC,the doctor does not follow up with labs and imaging  doesn t review charts  and does not listen to issues ,06-01-2020,0,Colorado Springs Wall Street Clinic,Colorado Springs,CO,0.3612,Positive,Detractor,1578249000.0
a2p1U000000RsV4QAK,until i have been satisfied with this concept  i am reluctant to suggest fully ,18-08-2014,5,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.5719,Positive,Detractor,1408300200.0
a2p1U000000RsfhQAC,sometimes the atmosphere is just a little too casual for a health clinic ,19-11-2015,6,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.6249,Positive,Detractor,1447871400.0
a2p1U000000RsWLQA0,there is a disease management program that correlates directly to our insurance costs  participate and you pay     less  i do not like the fact that our personal dr is linked to this ,01-05-2014,2,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.0,Neutral,Detractor,1398882600.0
a2p1U000000RqJ1QAK,i m like the approach of my personal physician but do have some concerns with tests ordered by my doctor not being done ,05-05-2016,7,Denver 15th Street Clinic,Denver,CO,0.6369,Positive,Passive,1462386600.0
a2p3g000000KztWAAS,no comment,05-05-2020,5,Boulder Goose Creek Clinic,Boulder,CO,0.7269,Positive,Detractor,1588617000.0
a2p1U000000RsYCQA0,great concern and respect,20-08-2015,8,Monroe Campus Park Clinic,Monroe,NC,0.4404,Positive,Passive,1440009000.0
a2p1U000000RtJMQA0,the only one i know of is inside of humana ,24-02-2017,8,Louisville Humana East Health Center,Louisville,KY,0.765,Positive,Passive,1487874600.0
a2p3g000000KzqwAAC,i like and trust our doctor   being able to have labs done during my office visit is convenient ,18-04-2020,7,Akron S. Main Health Center,Akron,OH,0.4404,Positive,Passive,1587148200.0
a2p1U000000RoKwQAK,close to where i live  i can walk to office ,11-07-2018,8,Denver 15th Street Clinic,Denver,CO,0.4391,Positive,Passive,1531247400.0
a2p1U000000RsVlQAK,i feel like it is more of a personal approach to your health,15-08-2014,8,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.4939,Positive,Passive,1408041000.0
a2p1U000000RpN2QAK,service is excellent  almost always can get you into the office for an appointment ,16-05-2017,8,Denver 15th Street Clinic,Denver,CO,0.6249,Positive,Passive,1494873000.0
a2p1U000000RotOQAS,great customer service,07-08-2018,8,Monroe Campus Park Clinic,Monroe,NC,0.0,Positive,Passive,1533580200.0
a2p4w000002O4fMAAS,quick appointments and knowledgeable staff,31-12-2021,8,Seven Hills Lombardo Center Clinic,Seven Hills,OH,0.5859,Positive,Passive,1640889000.0
a2p3g000000oRo1AAE,always had great service and in a timely matter ,25-07-2020,8,Monroe Campus Park Clinic,Monroe,NC,0.5106,Positive,Passive,1595615400.0
a2p1U000000RsdXQAS,i was seen in a timely manner  good customer service  friendly physician,22-10-2015,8,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.4939,Positive,Passive,1445452200.0
a2p1U000000RqarQAC,good experience with doc  however  too much time spent on discussing proper nurtrition ,22-12-2014,8,Denver 15th Street Clinic,Denver,CO,0.1531,Positive,Passive,1419186600.0
a2p1U000000RsZJQA0,excellent access to the doctor  easy to get an appointment quickly,20-08-2015,6,Boulder Goose Creek Clinic,Boulder,CO,0.4939,Positive,Detractor,1440009000.0
a2p3g000000KyqNAAS,easy to get appointments and convenient to have the blood draw on site ,14-01-2020,7,Denver 15th Street Clinic,Denver,CO,0.4456,Positive,Passive,1578940200.0
a2p1U000000Rt5DQAS,i felt that my interaction with my physician was more confrontational than collaborative ,03-11-2016,5,Boulder Goose Creek Clinic,Boulder,CO,0.8737,Positive,Detractor,1478111400.0
a2p4w000002O42UAAS,friendly,16-12-2021,7,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.7688,Positive,Passive,1639593000.0
a2p4w000002O4WKAA0,great doctors,29-12-2021,8,Denver Lowry Medical Plaza Clinic,Denver,CO,0.5273,Positive,Passive,1640716200.0
a2p1U000000Ro6VQAS,it s convenient and the nurse took extra time with me ,05-04-2018,7,Denver 15th Street Clinic,Denver,CO,0.7269,Positive,Passive,1522866600.0
a2p4w000002O44pAAC,nice staff  comprehensive visit ,17-12-2021,8,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.4939,Positive,Passive,1639679400.0
a2p1U000000RqNaQAK,enjoyed the doctor,19-06-2014,7,Sussex Beer Capitol Clinic,Sussex,WI,0.7227,Positive,Passive,1403116200.0
a2p1U000000RtIjQAK,friendly environment,02-02-2017,7,Mentor Great Lakes Plaza Clinic,Mentor,OH,0.6288,Positive,Passive,1485973800.0
a2p1U000000Rt48QAC,convenience   friendly,04-10-2016,8,Louisville Humana West Health Center,Louisville,KY,0.5106,Positive,Passive,1475519400.0
a2p1U000000RtBlQAK,this was my first visit   i had no issues or concerns  but will reserve a margined in the scale either way ,10-12-2016,8,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.4404,Positive,Passive,1481308200.0
a2p1U000000RqSLQA0,speedy  friendly service,31-10-2014,8,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.7096,Positive,Passive,1414693800.0
a2p1U000000RpgpQAC,they couldnt take care of me there felt like waste of time,23-10-2017,0,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.0258,Positive,Detractor,1508697000.0
a2p1U000000Rqb9QAC,the staff was very good and helpful  doctor russo was wonderful ,20-08-2015,8,Denver State Capitol Clinic,Denver,CO,0.5267,Positive,Passive,1440009000.0
a2p3g000000KzLlAAK,everyone was very friendly and welcoming,19-03-2020,8,Akron-White Pond Drive Clinic,Akron,OH,0.7224,Positive,Passive,1584556200.0
a2p1U000000RovGQAS,don t really feel like i am heard by the dr  my pain levels and anxiety levels are not being taken seriously  i feel i am wasting the dr  s time ,12-09-2018,4,Grand Junction Trailhead Clinic,Grand Junction,CO,0.7425,Positive,Detractor,1536690600.0
a2p1U000000Rp0TQAS,good  friendly service ,14-09-2018,8,Euclid Lincoln Electric Clinic,Euclid,OH,0.7579,Positive,Passive,1536863400.0
a2p1U000000RpBBQA0,friendly and reasonably fast ,10-06-2019,6,Colorado Springs Wall Street Clinic,Colorado Springs,CO,0.7178,Positive,Detractor,1560105000.0
a2p1U000000Rp1iQAC,convenient  but the revolving door of physicians is a big negative,18-09-2018,6,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.3612,Positive,Detractor,1537209000.0
a2p1U000000RoWHQA0,they don t seem to actively listen to what the problem is   i have been to several providers with paladina and will make every attempt to say why i don t like paladina   you  really dropped the ball here  i place no value in paladina and will change providers next time i can as i have no faith in their healthcare  even if it costs more money   i have brought up the same issue the last three times i have been in there and i have gotten the run around   i am done with paladina and will make every effort to encourage my friends and family to not pursue them as a healthcare provider ,21-05-2019,0,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.8396,Positive,Detractor,1558377000.0
a2p1U000000RtNOQA0,i am comfortable with my doctor,02-05-2017,8,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.1779,Positive,Passive,1493663400.0
a2p1U000000RoqNQAS,it is easy and convenient for humana employees ,01-02-2019,8,Louisville Humana West Health Center,Louisville,KY,0.8442,Positive,Passive,1548959400.0
a2p3g000000LAgLAAW,caring  proficient doctors  can treat many things,19-06-2020,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.8748,Positive,Passive,1592505000.0
a2p1U000000RsjjQAC,the overall experience was positive   however  the blood draw was a bad experience   took three times to find a vein   and i was supposed to hear back about my cholesterol results and never did   ,10-12-2015,7,Denver State Capitol Clinic,Denver,CO,0.2881,Positive,Passive,1449685800.0
a2p1U000000Rq20QAC,time spent with patient is ideal  however  locations are not very convenient ,29-03-2018,5,Louisville Seven Counties Broadway Clinic,Louisville,KY,0.5423,Positive,Detractor,1522261800.0
a2p1U000000RporQAC,i ve been generally happy with paladina  primarily i like the office close to work  i was very happy w  dr  snyder  i m generally okay with dr  bernardy  but it seems office hours are spotty and undependable ,08-12-2017,8,Denver Lowry Medical Plaza Clinic,Denver,CO,0.3182,Positive,Passive,1512671400.0
a2p1U000000Rt7DQAS,doctors are nice and receptionist is very friendly ,29-11-2016,7,Mentor Great Lakes Plaza Clinic,Mentor,OH,0.6931,Positive,Passive,1480357800.0
a2p1U000000RoMWQA0,fast  courteous and friendly service  p,01-07-2018,7,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.4404,Positive,Passive,1530383400.0
a2p1U000000Rp5TQAS,convenience   the doctor i have seems very good  and the staff is nice,28-10-2018,8,Louisville Seven Counties Broadway Clinic,Louisville,KY,0.5994,Positive,Passive,1540665000.0
a2p1U000000RoMJQA0,i didn t like the doctor i saw ,03-07-2018,6,Akron-White Pond Drive Clinic,Akron,OH,0.4404,Positive,Detractor,1530556200.0
a2p1U000000Ro7qQAC,the front office is always very helpful in anything you may need   dr  hernandez is very good at listening and willing to help you figure out what may be going on with your situation ,09-04-2018,8,Arvada City of Arvada Clinic,Arvada,CO,0.5106,Positive,Passive,1523212200.0
a2p4w000001pxpSAAQ,called to talk about feelings of anxiety and treatment and doctor never even asked what was going on with me ,15-04-2021,6,New Berlin Health Center,New Berlin,WI,0.8953,Positive,Detractor,1618425000.0
a2p4w000001ptXPAAY,efficient  cost effective personal care ,08-04-2021,8,Akron-White Pond Drive Clinic,Akron,OH,0.7089,Positive,Passive,1617820200.0
a2p4w000001pqQVAAY,my doctor makes me feel like he really cares about me and my well being  the only draw back for my friends would be the distance from where we live to the office ,31-03-2021,8,Louisville Humana East Health Center,Louisville,KY,0.6597,Positive,Passive,1617129000.0
a2p4w000002K6A8AAK,received txt messages that appointment was cancelled but was not   difficult to talk to someone when calling   tend to not return calls timely,21-05-2021,7,Mentor Great Lakes Plaza Clinic,Mentor,OH,0.296,Positive,Passive,1621535400.0
a2p4w000002K0cpAAC,i had a new nurse  i believe she is an np and she was not as patient and seemed a little less concerned about my well being and more concerned about getting bloodwork,12-05-2021,3,North Canton Lauby Rd,North Canton,OH,0.7269,Positive,Detractor,1620757800.0
a2p3g000000qTQbAAM,you have always been accommodating and competent ,17-02-2021,8,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.4939,Positive,Passive,1613500200.0
a2p4w000002K0kyAAC,i went there for appointment and because i had sore throat the made me have a phone visit    i went there for my arthritis and couldn t explain or show where pain was   it was my first visit so it s hard to talk to someone you have never met let alone try and explain things on a phone   plus i still have yet to hear from pharmacy that they sent my prescription to them ,13-05-2021,4,Akron S. Main Health Center,Akron,OH,0.0,Neutral,Detractor,1620844200.0
a2p3g000000qkotAAA,easy to use,13-03-2021,7,North Canton Lauby Rd,North Canton,OH,0.6345,Positive,Passive,1615573800.0
a2p4w000002K0egAAC,lack of follow through with the doctor  on multiple occasions the doctor tell me a plan to prescribe medication or refill medication and it doesn t happen  i ve had to call to follow up with the prescriber because they forgot  and then they put in the order for the script  additionally  providers have poor skills in explaining diagnosis and tx  and i almost always feel rushed and unsure of my plan for treatment  prognosis  or diagnosis ,12-05-2021,5,Louisville Park Plaza Clinic,Louisville,KY,-0.3612,Extreme,Detractor,1620757800.0
a2p3g000000qmrkAAA,service was quick and easy to schedule ,17-03-2021,8,Beachwood Science Park Drive,Beachwood,OH,0.1695,Positive,Passive,1615919400.0
a2p4w000002K1i5AAC,they take there time with you make you feel comfortable  anwser all your questions,14-05-2021,8,Mentor Great Lakes Plaza Clinic,Mentor,OH,0.6559,Positive,Passive,1620930600.0
a2p3g000000qVQTAA2,service is very personable  i am very pleased with dr  omallia who is always very thorough in her examinations  michelle is great  very friendly ,20-02-2021,8,Euclid Lincoln Electric Clinic,Euclid,OH,0.296,Positive,Passive,1613759400.0
